cod_empresa;cod_parte;cod_processo;cod_usuario;migracao;parte_principal;ativo;listar_como_cliente;unificador_cliente;cod_cliente_removido;unificador_processo;cod_processo_removido;migracao2;migracao3
92577;105746755;106522920;100097650;;1;1;1;;;0;0;;
92577;105866617;106519791;301340;;1;1;1;;;0;0;;
92577;105866617;106519701;347394;;1;1;1;;;0;0;;
92577;105514664;106517828;301340;;1;1;1;;;0;0;;
92577;105862914;106515193;347394;;1;1;1;;;0;0;;
92577;103710906;106507163;301340;;1;1;1;;;0;0;;
92577;104726960;106464384;301340;;1;1;1;;;0;0;;
92577;105821386;106463765;301340;;1;1;1;;;0;0;;
92577;104639505;106463738;301340;;1;1;1;;;0;0;;
92577;104987645;106461880;301340;;1;1;1;;;0;0;;
92577;105821386;106461761;347394;;1;1;1;;;0;0;;
92577;105820580;106460753;347394;;1;1;1;;;0;0;;
92577;105814883;106454512;347394;;1;1;1;;;0;0;;
92577;105814434;106454264;301340;;0;1;1;;;0;0;;
92577;105814405;106454264;301340;;1;1;1;;;0;0;;
92577;105814434;106453992;347394;;1;1;1;;;0;0;;
92577;105814405;106453962;347394;;1;1;1;;;0;0;;
92577;105814346;106453895;347394;;1;1;1;;;0;0;;
92577;105813115;106452372;347394;;1;1;1;;;0;0;;
92577;105811464;106450356;347394;;1;1;1;;;0;0;;
92577;105790971;106426736;347394;;1;1;1;;;0;0;;
92577;105790012;106425731;347394;;1;1;1;;;0;0;;
92577;101450245;106395167;559945;;1;1;1;;;0;0;;
92577;100991031;106395046;559945;;1;1;1;;;0;0;;
92577;105746755;106378205;347394;;1;1;1;;;0;0;;
92577;101833326;106344913;559945;;1;1;1;;;0;0;;
92577;4337737;106323257;347394;;1;1;1;;;0;0;;
92577;102996291;106314862;347394;;1;1;1;;;0;0;;
92577;101982863;106314843;347394;;1;1;1;;;0;0;;
92577;4337737;106314829;347394;;1;1;1;;;0;0;;
92577;105677945;106301580;301340;;1;1;1;;;0;0;;
92577;105677945;106301345;347394;;1;1;1;;;0;0;;
92577;15612975;106293831;347394;;1;1;1;;;0;0;;
92577;16248612;106290076;100097650;;1;1;1;;;0;0;;
92577;105667497;106289478;301340;;1;1;1;;;0;0;;
92577;105667497;106289383;347394;;1;1;1;;;0;0;;
92577;4284420;106268170;100097650;;1;1;1;;;0;0;;
92577;105643599;106261835;559945;;1;1;1;;;0;0;;
92577;105643599;106261813;559945;;1;1;1;;;0;0;;
92577;6455946;106260517;559945;;1;1;1;;;0;0;;
92577;105637278;106254308;559945;;1;1;1;;;0;0;;
92577;105627435;106243700;301340;;0;1;1;;;0;0;;
92577;105628299;106243700;301340;;0;1;1;;;0;0;;
92577;105628275;106243700;301340;;1;1;1;;;0;0;;
92577;105627435;106242702;347394;;1;1;1;;;0;0;;
92577;105622565;106237747;301340;;1;1;1;;;0;0;;
92577;105622565;106236989;347394;;1;1;1;;;0;0;;
92577;105611508;106224568;559945;;1;1;1;;;0;0;;
92577;104524099;106219977;301340;;1;1;1;;;0;0;;
92577;104987678;106219581;301340;;1;1;1;;;0;0;;
92577;104987678;106219570;301340;;1;1;1;;;0;0;;
92577;105605989;106218171;347394;;1;1;1;;;0;0;;
92577;105023814;106202384;347394;;1;1;1;;;0;0;;
92577;105584078;106193121;347394;;1;1;1;;;0;0;;
92577;105514664;106113071;347394;;1;1;1;;;0;0;;
92577;105514664;106113055;347394;;1;1;1;;;0;0;;
92577;15212314;106111556;301340;;1;1;1;;;0;0;;
92577;105511876;106109989;347394;;1;1;1;;;0;0;;
92577;105511765;106109867;301340;;1;1;1;;;0;0;;
92577;105511765;106109828;301340;;1;1;1;;;0;0;;
92577;105358042;106097727;301340;;1;1;1;;;0;0;;
92577;105482538;106078277;301340;;1;1;1;;;0;0;;
92577;105482562;106078176;301340;;1;1;1;;;0;0;;
92577;105482562;106077039;347394;;1;1;1;;;0;0;;
92577;105482538;106077011;347394;;1;1;1;;;0;0;;
92577;105466339;106058878;347394;;1;1;1;;;0;0;;
92577;11217398;106052264;301340;;1;1;1;;;0;0;;
92577;105217298;106039114;559945;;0;1;1;;;0;0;;
92577;105216335;106039114;559945;;0;1;1;;;0;0;;
92577;105216846;106039114;559945;;0;1;1;;;0;0;;
92577;105216186;106039114;559945;;0;1;1;;;0;0;;
92577;14042566;106039114;559945;;0;1;1;;;0;0;;
92577;100650496;106039114;559945;;0;1;1;;;0;0;;
92577;13163136;106039114;559945;;0;1;1;;;0;0;;
92577;105217612;106039114;559945;;0;1;1;;;0;0;;
92577;16071411;106039114;559945;;0;1;1;;;0;0;;
92577;103489779;106039114;559945;;1;1;1;;;0;0;;
92577;4730890;106032086;559945;;0;1;1;;;0;0;;
92577;103485262;106032086;559945;;0;1;1;;;0;0;;
92577;105217234;106032086;559945;;0;1;1;;;0;0;;
92577;105218672;106032086;559945;;0;1;1;;;0;0;;
92577;14301307;106032086;559945;;0;1;1;;;0;0;;
92577;11839906;106032086;559945;;0;1;1;;;0;0;;
92577;105218664;106032086;559945;;0;1;1;;;0;0;;
92577;105218656;106032086;559945;;0;1;1;;;0;0;;
92577;105217470;106032086;559945;;0;1;1;;;0;0;;
92577;105215997;106032086;559945;;1;1;1;;;0;0;;
92577;15192516;106022539;559945;;0;1;1;;;0;0;;
92577;105244438;106022539;559945;;0;1;1;;;0;0;;
92577;105218644;106022539;559945;;0;1;1;;;0;0;;
92577;12174506;106022539;559945;;0;1;1;;;0;0;;
92577;105217378;106022539;559945;;0;1;1;;;0;0;;
92577;105217182;106022539;559945;;0;1;1;;;0;0;;
92577;13279603;106022539;559945;;0;1;1;;;0;0;;
92577;105218625;106022539;559945;;0;1;1;;;0;0;;
92577;12177224;106022539;559945;;0;1;1;;;0;0;;
92577;105218613;106022539;559945;;1;1;1;;;0;0;;
92577;105429710;106018267;347394;;1;1;1;;;0;0;;
92577;105424626;106012542;347394;;1;1;1;;;0;0;;
92577;105424585;106012491;347394;;1;1;1;;;0;0;;
92577;105421669;106009454;301340;;1;1;1;;;0;0;;
92577;105421669;106009112;347394;;1;1;1;;;0;0;;
92577;12109747;106009076;301340;;1;1;1;;;0;0;;
92577;4337823;106008354;559945;;1;1;1;;;0;0;;
92577;105415232;106001826;347394;;1;1;1;;;0;0;;
92577;105217069;105773695;301340;;0;1;1;;;0;0;;
92577;15612975;105773695;301340;;0;1;1;;;0;0;;
92577;15566228;105773695;301340;;0;1;1;;;0;0;;
92577;14121196;105773695;301340;;0;1;1;;;0;0;;
92577;10147644;105773695;301340;;0;1;1;;;0;0;;
92577;11758784;105773695;301340;;0;1;1;;;0;0;;
92577;10791550;105773695;301340;;0;1;1;;;0;0;;
92577;105216955;105773695;301340;;0;1;1;;;0;0;;
92577;103695484;105773695;301340;;0;1;1;;;0;0;;
92577;105408780;105994833;347394;;1;1;1;;;0;0;;
92577;105396972;105981795;559945;;1;1;1;;;0;0;;
92577;9686534;105981584;559945;;1;1;1;;;0;0;;
92577;9686534;105981515;559945;;1;1;1;;;0;0;;
92577;105394821;105979242;301340;;1;1;1;;;0;0;;
92577;105391548;105975613;100097650;;1;1;1;;;0;0;;
92577;105390550;105974684;347394;;1;1;1;;;0;0;;
92577;105278470;105973154;301340;;1;1;1;;;0;0;;
92577;105361652;105942305;301340;;1;1;1;;;0;0;;
92577;105361652;105942126;347394;;1;1;1;;;0;0;;
92577;100224122;105941875;301340;;1;1;1;;;0;0;;
92577;105359215;105939858;301340;;1;1;1;;;0;0;;
92577;105359215;105939410;347394;;1;1;1;;;0;0;;
92577;105358042;105938010;100097650;;1;1;1;;;0;0;;
92577;105304825;105874661;301340;;1;1;1;;;0;0;;
92577;105304825;105874483;347394;;1;1;1;;;0;0;;
92577;4337737;105874407;301340;;1;1;1;;;0;0;;
92577;102864899;105867566;301340;;1;1;1;;;0;0;;
92577;4448911;105860032;559945;;1;1;1;;;0;0;;
92577;105278470;105844434;347394;;1;1;1;;;0;0;;
92577;105231657;105839500;301340;;1;1;1;;;0;0;;
92577;105125326;105834417;301340;;0;1;1;;;0;0;;
92577;13753274;105834417;301340;;0;1;1;;;0;0;;
92577;105089516;105834417;301340;;1;1;1;;;0;0;;
92577;102864899;105831698;559945;;1;1;1;;;0;0;;
92577;8720627;105814793;559945;;1;1;1;;;0;0;;
92577;105244438;105803510;559945;;1;1;1;;;0;0;;
92577;104977937;105792666;301340;;0;1;1;;;0;0;;
92577;104944353;105792666;301340;;1;1;1;;;0;0;;
92577;105231657;105789019;347394;;1;1;1;;;0;0;;
92577;105218672;105773778;559945;;1;1;1;;;0;0;;
92577;105218664;105773770;559945;;1;1;1;;;0;0;;
92577;105218656;105773754;559945;;1;1;1;;;0;0;;
92577;105218644;105773739;559945;;1;1;1;;;0;0;;
92577;105218625;105773722;559945;;1;1;1;;;0;0;;
92577;105218613;105773710;559945;;1;1;1;;;0;0;;
92577;105218602;105773695;559945;;1;1;1;;;0;0;;
92577;105217612;105772579;559945;;1;1;1;;;0;0;;
92577;105217470;105772432;559945;;1;1;1;;;0;0;;
92577;105217378;105772335;559945;;1;1;1;;;0;0;;
92577;105217298;105772230;559945;;1;1;1;;;0;0;;
92577;105217234;105772146;559945;;1;1;1;;;0;0;;
92577;105217182;105772086;559945;;1;1;1;;;0;0;;
92577;105217069;105771941;559945;;1;1;1;;;0;0;;
92577;105216955;105771807;559945;;1;1;1;;;0;0;;
92577;105216846;105771689;559945;;1;1;1;;;0;0;;
92577;105216423;105771142;559945;;1;1;1;;;0;0;;
92577;105216335;105771026;559945;;1;1;1;;;0;0;;
92577;105216186;105770845;559945;;1;1;1;;;0;0;;
92577;105215997;105770628;559945;;1;1;1;;;0;0;;
92577;105212042;105765615;347394;;1;1;1;;;0;0;;
92577;105210716;105764080;347394;;1;1;1;;;0;0;;
92577;105202893;105755052;100097650;;1;1;1;;;0;0;;
92577;105088712;105738389;301340;;1;1;1;;;0;0;;
92577;101316486;105737546;301340;;1;1;1;;;0;0;;
92577;105187985;105737522;347394;;1;1;1;;;0;0;;
92577;9779331;105736643;301340;;1;1;1;;;0;0;;
92577;4266919;105732175;301340;;1;1;1;;;0;0;;
92577;105180164;105728593;347394;;1;1;1;;;0;0;;
92577;105076627;105709872;301340;;1;1;1;;;0;0;;
92577;105163071;105709442;301340;;0;1;1;;;0;0;;
92577;105163092;105709442;301340;;1;1;1;;;0;0;;
92577;105163092;105709321;347394;;1;1;1;;;0;0;;
92577;105163071;105709299;347394;;1;1;1;;;0;0;;
92577;105158378;105704270;347394;;1;1;1;;;0;0;;
92577;105142293;105685916;347394;;1;1;1;;;0;0;;
92577;105142285;105685909;347394;;1;1;1;;;0;0;;
92577;105129978;105672392;347394;;1;1;1;;;0;0;;
92577;105129070;105671466;347394;;1;1;1;;;0;0;;
92577;105128993;105671381;347394;;1;1;1;;;0;0;;
92577;8106055;105668407;100097650;;1;1;1;;;0;0;;
92577;105125326;105636415;301340;;0;1;1;;;0;0;;
92577;105125326;105667208;347394;;1;1;1;;;0;0;;
92577;105039149;105645647;301340;;1;1;1;;;0;0;;
92577;11839906;105644111;301340;;1;1;1;;;0;0;;
92577;105103194;105642527;301340;;1;1;1;;;0;0;;
92577;105103194;105642424;347394;;1;1;1;;;0;0;;
92577;105102363;105641364;301340;;0;1;1;;;0;0;;
92577;105101911;105641364;301340;;1;1;1;;;0;0;;
92577;105046672;105580894;301340;;1;1;1;;;0;0;;
92577;105046672;105580007;347394;;1;1;1;;;0;0;;
92577;105044143;105577814;301340;;1;1;1;;;0;0;;
92577;105044143;105577325;347394;;1;1;1;;;0;0;;
92577;105039149;105571907;347394;;1;1;1;;;0;0;;
92577;105039017;105571770;347394;;1;1;1;;;0;0;;
92577;105023814;105554847;301340;;1;1;1;;;0;0;;
92577;105023814;105554776;347394;;1;1;1;;;0;0;;
92577;104998693;105547563;301340;;1;1;1;;;0;0;;
92577;12789158;105533675;301340;;1;1;1;;;0;0;;
92577;104998693;105526245;347394;;1;1;1;;;0;0;;
92577;104998637;105526176;347394;;1;1;1;;;0;0;;
92577;104991760;105518386;347394;;1;1;1;;;0;0;;
92577;104987678;105513857;347394;;1;1;1;;;0;0;;
92577;104987645;105513822;347394;;1;1;1;;;0;0;;
92577;104784810;105513118;559945;;1;1;1;;;0;0;;
92577;104978033;105503011;347394;;1;1;1;;;0;0;;
92577;104977937;105502905;347394;;1;1;1;;;0;0;;
92577;4373533;105501895;559945;;1;1;1;;;0;0;;
92577;4369819;105491368;347394;;1;1;1;;;0;0;;
92577;104966717;105490461;301340;;1;1;1;;;0;0;;
92577;104966270;105489980;301340;;1;1;1;;;0;0;;
92577;104966014;105489707;347394;;1;1;1;;;0;0;;
92577;104965897;105489601;347394;;1;1;1;;;0;0;;
92577;104944353;105489390;301340;;1;1;1;;;0;0;;
92577;104944353;105465162;347394;;1;1;1;;;0;0;;
92577;104936725;105460300;301340;;0;1;1;;;0;0;;
92577;104936669;105460300;301340;;1;1;1;;;0;0;;
92577;104936669;105458258;301340;;1;1;1;;;0;0;;
92577;104936725;105456953;347394;;1;1;1;;;0;0;;
92577;104936669;105456888;347394;;1;1;1;;;0;0;;
92577;104905562;105424295;301340;;1;1;1;;;0;0;;
92577;104905623;105424284;301340;;1;1;1;;;0;0;;
92577;104905623;105424074;301340;;1;1;1;;;0;0;;
92577;104905745;105423971;347394;;1;1;1;;;0;0;;
92577;104905623;105423839;347394;;1;1;1;;;0;0;;
92577;104905562;105423769;347394;;1;1;1;;;0;0;;
92577;104897897;105421995;301340;;0;1;1;;;0;0;;
92577;104898013;105421995;301340;;0;1;1;;;0;0;;
92577;104878657;105421995;301340;;1;1;1;;;0;0;;
92577;104902832;105421037;301340;;1;1;1;;;0;0;;
92577;104902832;105420811;347394;;1;1;1;;;0;0;;
92577;104898013;105414955;347394;;1;1;1;;;0;0;;
92577;104897897;105414810;347394;;1;1;1;;;0;0;;
92577;104890918;105407111;347394;;1;1;1;;;0;0;;
92577;104888401;105379194;559945;;0;1;1;;;0;0;;
92577;104888401;105404290;347394;;1;1;1;;;0;0;;
92577;104878657;105394150;347394;;1;1;1;;;0;0;;
92577;103527596;105385475;301340;;1;1;1;;;0;0;;
92577;104763136;105384802;301340;;1;1;1;;;0;0;;
92577;101858248;105382076;301340;;1;1;1;;;0;0;;
92577;103547538;105381246;559945;;1;1;1;;;0;0;;
92577;104852489;105379194;301340;;1;1;1;;;0;0;;
92577;6281736;105377428;347394;;1;1;1;;;0;0;;
92577;104852489;105365093;347394;;1;1;1;;;0;0;;
92577;103709169;105352841;559945;;1;1;1;;;0;0;;
92577;13149179;105351629;559945;;1;1;1;;;0;0;;
92577;101834981;105351207;301340;;1;1;1;;;0;0;;
92577;104481280;105350674;301340;;1;1;1;;;0;0;;
92577;16284479;105334931;559945;;1;1;1;;;0;0;;
92577;104823070;105331083;347394;;1;1;1;;;0;0;;
92577;104818398;105326269;347394;;1;1;1;;;0;0;;
92577;10474917;105323257;559945;;1;1;1;;;0;0;;
92577;104664754;105320190;301340;;1;1;1;;;0;0;;
92577;104664754;105320037;301340;;1;1;1;;;0;0;;
92577;104731503;105304729;301340;;1;1;1;;;0;0;;
92577;104798745;105302380;100097650;;1;1;1;;;0;0;;
92577;9575255;105300025;347394;;1;1;1;;;0;0;;
92577;9575255;105299948;347394;;1;1;1;;;0;0;;
92577;4242449;105299887;347394;;1;1;1;;;0;0;;
92577;8896428;105297111;559945;;1;1;1;;;0;0;;
92577;104784611;105286166;301340;;1;1;1;;;0;0;;
92577;104784810;105285913;347394;;1;1;1;;;0;0;;
92577;104784611;105285657;347394;;1;1;1;;;0;0;;
92577;14355743;105282247;301340;;1;1;1;;;0;0;;
92577;104780475;105280800;347394;;1;1;1;;;0;0;;
92577;104780418;105280737;347394;;1;1;1;;;0;0;;
92577;4650630;105261577;347394;;1;1;1;;;0;0;;
92577;104763136;105261550;347394;;1;1;1;;;0;0;;
92577;7055367;105183594;347394;;0;1;0;;;0;0;;
92577;5275103;105253765;347394;;1;1;1;;;0;0;;
92577;104751450;105248435;347394;;1;1;1;;;0;0;;
92577;104750882;105247761;347394;;1;1;1;;;0;0;;
92577;16284479;105246057;559945;;1;1;1;;;0;0;;
92577;104731503;105226747;301340;;1;1;1;;;0;0;;
92577;4242449;105224596;301340;;1;1;1;;;0;0;;
92577;4242449;105224131;301340;;1;1;1;;;0;0;;
92577;104726960;105221598;347394;;1;1;1;;;0;0;;
92577;104725949;105220571;347394;;1;1;1;;;0;0;;
92577;104725906;105220517;347394;;1;1;1;;;0;0;;
92577;104715764;105209506;347394;;1;1;1;;;0;0;;
92577;104697469;105189056;347394;;1;1;1;;;0;0;;
92577;7082444;105183594;559945;;1;1;1;;;0;0;;
92577;104692013;105182951;347394;;1;1;1;;;0;0;;
92577;104672846;105162563;301340;;1;1;1;;;0;0;;
92577;101443540;105162410;301340;;1;1;1;;;0;0;;
92577;104673014;105162249;347394;;1;1;1;;;0;0;;
92577;104672846;105162080;347394;;1;1;1;;;0;0;;
92577;104582140;105162073;301340;;1;1;1;;;0;0;;
92577;6792280;105161603;559945;;1;1;1;;;0;0;;
92577;104582140;105161414;301340;;1;1;1;;;0;0;;
92577;6654884;105161216;559945;;1;1;1;;;0;0;;
92577;104642817;105158091;301340;;1;1;1;;;0;0;;
92577;106088439;106787995;347394;;1;1;1;;;0;0;;
92577;106088359;106787890;347394;;1;1;1;;;0;0;;
92577;10587325;106783114;301340;;1;1;1;;;0;0;;
92577;106073273;106770158;347394;;1;1;1;;;0;0;;
92577;106042458;106731084;476917;;1;1;1;;;0;0;;
92577;104238965;106687276;347394;;1;1;1;;;0;0;;
92577;106001198;106682304;347394;;1;1;1;;;0;0;;
92577;11786158;106681168;301340;;1;1;1;;;0;0;;
92577;105993069;106672148;347394;;1;1;1;;;0;0;;
92577;105979015;106656040;347394;;1;1;1;;;0;0;;
92577;4242449;106653991;347394;;1;1;1;;;0;0;;
92577;4242449;106653716;347394;;1;1;1;;;0;0;;
92577;105820580;106653703;301340;;1;1;1;;;0;0;;
92577;4242449;106653621;347394;;1;1;1;;;0;0;;
92577;4242449;106653557;347394;;1;1;1;;;0;0;;
92577;4242449;106644933;347394;;1;1;1;;;0;0;;
92577;105934268;106644139;100097650;;1;1;1;;;0;0;;
92577;105963760;106637544;347394;;1;1;1;;;0;0;;
92577;102643171;106632700;559945;;1;1;1;;;0;0;;
92577;105466339;106626530;559945;;1;1;1;;;0;0;;
92577;105466339;106626524;559945;;1;1;1;;;0;0;;
92577;105954341;106625476;347394;;1;1;1;;;0;0;;
92577;105429710;106624464;301340;;1;1;1;;;0;0;;
92577;4618471;106616790;476917;;1;1;1;;;0;0;;
92577;4284938;106616500;559945;;1;1;1;;;0;0;;
92577;4284938;106616493;559945;;1;1;1;;;0;0;;
92577;7055367;105154026;476917;;1;1;1;;;0;0;;
92577;104665050;105153391;347394;;1;1;1;;;0;0;;
92577;104664754;105153075;347394;;1;1;1;;;0;0;;
92577;9026422;105130600;559945;;1;1;1;;;0;0;;
92577;104642256;105129499;301340;;1;1;1;;;0;0;;
92577;104642817;105129297;347394;;1;1;1;;;0;0;;
92577;104642256;105128686;347394;;1;1;1;;;0;0;;
92577;104639865;105125990;347394;;1;1;1;;;0;0;;
92577;104639515;105125614;347394;;1;1;1;;;0;0;;
92577;104639505;105125603;347394;;1;1;1;;;0;0;;
92577;104639496;105125596;347394;;1;1;1;;;0;0;;
92577;104639485;105125589;347394;;1;1;1;;;0;0;;
92577;104639474;105125578;347394;;1;1;1;;;0;0;;
92577;104636679;105122455;347394;;1;1;1;;;0;0;;
92577;104633540;105119060;347394;;1;1;1;;;0;0;;
92577;104510323;105110387;301340;;1;1;1;;;0;0;;
92577;104582524;105063644;347394;;1;1;1;;;0;0;;
92577;104582140;105063487;301340;;1;1;1;;;0;0;;
92577;104582140;105063210;347394;;1;1;1;;;0;0;;
92577;9333679;105049534;301340;;1;1;1;;;0;0;;
92577;104560962;105038999;347394;;1;1;1;;;0;0;;
92577;104481149;105035442;301340;;1;1;1;;;0;0;;
92577;104557759;105035260;347394;;1;1;1;;;0;0;;
92577;102644398;105008970;559945;;1;1;1;;;0;0;;
92577;104472474;104999804;301340;;1;1;1;;;0;0;;
92577;104352153;104999735;301340;;1;1;1;;;0;0;;
92577;103317752;104999364;301340;;1;1;1;;;0;0;;
92577;104523749;104998752;301340;;1;1;1;;;0;0;;
92577;104524099;104998387;347394;;1;1;1;;;0;0;;
92577;104523749;104997996;347394;;1;1;1;;;0;0;;
92577;104522735;104996915;347394;;1;1;1;;;0;0;;
92577;104515468;104988752;347394;;1;1;1;;;0;0;;
92577;104510353;104982957;347394;;1;1;1;;;0;0;;
92577;104510323;104982923;347394;;1;1;1;;;0;0;;
92577;4515240;104975325;301340;;1;1;1;;;0;0;;
92577;104496029;104966809;347394;;1;1;1;;;0;0;;
92577;9576249;104959743;559945;;1;1;1;;;0;0;;
92577;4221352;104959177;559945;;1;1;1;;;0;0;;
92577;104481280;104950200;347394;;1;1;1;;;0;0;;
92577;104481237;104950150;347394;;1;1;1;;;0;0;;
92577;104481149;104950047;347394;;1;1;1;;;0;0;;
92577;104476616;104944566;347394;;1;1;1;;;0;0;;
92577;104238965;104944526;301340;;1;1;1;;;0;0;;
92577;102049336;104944285;301340;;1;1;1;;;0;0;;
92577;101781724;104943445;301340;;1;1;1;;;0;0;;
92577;104474448;104942324;301340;;1;1;1;;;0;0;;
92577;104474448;104942100;347394;;1;1;1;;;0;0;;
92577;5855955;104940183;559945;;1;1;1;;;0;0;;
92577;104472474;104939791;347394;;1;1;1;;;0;0;;
92577;5418906;104908951;559945;;1;1;1;;;0;0;;
92577;104384903;104900400;301340;;1;1;1;;;0;0;;
92577;101914701;104890068;301340;;1;1;1;;;0;0;;
92577;104435085;104889472;347394;;1;1;1;;;0;0;;
92577;6945436;104868927;301340;;1;1;1;;;0;0;;
92577;103529997;104860890;301340;;1;1;1;;;0;0;;
92577;104404902;104855636;301340;;1;1;1;;;0;0;;
92577;104384903;104833523;347394;;1;1;1;;;0;0;;
92577;104374569;104821987;347394;;1;1;1;;;0;0;;
92577;11441603;104817244;301340;;0;1;1;;;0;0;;
92577;10588268;104817244;301340;;1;1;1;;;0;0;;
92577;103665078;104816897;301340;;1;1;1;;;0;0;;
92577;103755503;104816174;301340;;1;1;1;;;0;0;;
92577;104368233;104815155;301340;;1;1;1;;;0;0;;
92577;104368233;104815050;347394;;1;1;1;;;0;0;;
92577;6635303;104808712;559945;;1;1;1;;;0;0;;
92577;104354561;104799670;347394;;1;1;1;;;0;0;;
92577;104352153;104796921;347394;;1;1;1;;;0;0;;
92577;4618874;104794827;559945;;1;1;1;;;0;0;;
92577;104348216;104792391;347394;;1;1;1;;;0;0;;
92577;104312544;104779099;301340;;1;1;1;;;0;0;;
92577;15269269;104757961;301340;;1;1;1;;;0;0;;
92577;104317615;104757816;347394;;1;1;1;;;0;0;;
92577;104312544;104752129;347394;;1;1;1;;;0;0;;
92577;15058274;104729326;301340;;1;1;1;;;0;0;;
92577;12612575;104692283;301340;;1;1;1;;;0;0;;
92577;104258158;104692111;347394;;1;1;1;;;0;0;;
92577;104251897;104685345;347394;;1;1;1;;;0;0;;
92577;104251208;104684542;347394;;1;1;1;;;0;0;;
92577;104245626;104677977;347394;;1;1;1;;;0;0;;
92577;104104405;104675494;301340;;0;1;1;;;0;0;;
92577;104104362;104675494;301340;;1;1;1;;;0;0;;
92577;104238965;104670663;347394;;1;1;1;;;0;0;;
92577;104234871;104666196;347394;;1;1;1;;;0;0;;
92577;104159418;104635064;301340;;1;1;1;;;0;0;;
92577;104166308;104589886;347394;;1;1;1;;;0;0;;
92577;104159418;104582411;347394;;1;1;1;;;0;0;;
92577;104154079;104576501;347394;;1;1;1;;;0;0;;
92577;104153613;104576010;347394;;1;1;1;;;0;0;;
92577;101044045;104568773;301340;;1;1;1;;;0;0;;
92577;104139395;104560192;347394;;1;1;1;;;0;0;;
92577;104121323;104540545;301340;;1;1;1;;;0;0;;
92577;104121323;104540094;347394;;1;1;1;;;0;0;;
92577;104120807;104539976;301340;;1;1;1;;;0;0;;
92577;104120807;104539444;347394;;1;1;1;;;0;0;;
92577;104120513;104539109;347394;;1;1;1;;;0;0;;
92577;4389923;104533929;559945;;1;1;1;;;0;0;;
92577;104107290;104524543;347394;;1;1;1;;;0;0;;
92577;104104405;104521424;347394;;1;1;1;;;0;0;;
92577;104104362;104521375;347394;;1;1;1;;;0;0;;
92577;104082664;104497560;347394;;1;1;1;;;0;0;;
92577;104082584;104497473;347394;;1;1;1;;;0;0;;
92577;104073326;104487235;347394;;1;1;1;;;0;0;;
92577;104071523;104485307;347394;;1;1;1;;;0;0;;
92577;8006989;104477370;301340;;1;1;1;;;0;0;;
92577;8006989;104477368;301340;;1;1;1;;;0;0;;
92577;11486774;104476841;301340;;1;1;1;;;0;0;;
92577;11486774;104476838;301340;;1;1;1;;;0;0;;
92577;12109557;104473147;559945;;1;1;1;;;0;0;;
92577;104058510;104470956;347394;;1;1;1;;;0;0;;
92577;104052342;104464118;347394;;1;1;1;;;0;0;;
92577;102643171;104460615;559945;;1;1;1;;;0;0;;
92577;14504161;104419123;301340;;1;1;1;;;0;0;;
92577;14504161;104419122;301340;;1;1;1;;;0;0;;
92577;104005224;104417663;301340;;1;1;1;;;0;0;;
92577;14805265;103879641;301340;;1;1;1;;;0;0;;
92577;103513562;103870016;347394;;1;1;1;;;0;0;;
