cod_empresa;cod_parte;cod_processo;cod_advparte;cod_usuario;migracao;parte_principal;ativo;unificador_cliente;cod_cliente_removido;unificador_processo;cod_processo_removido;migracao2;migracao3
92577;5868578;104999735;;347394;;1;1;;;0;0;;
92577;5868578;104999364;;347394;;1;1;;;0;0;;
92577;105135877;105320190;;347394;;1;1;;;0;0;;
92577;9442944;104860890;;347394;;1;1;;;0;0;;
92577;5868578;104944285;;347394;;1;1;;;0;0;;
92577;5868578;104868927;;347394;;1;1;;;0;0;;
92577;4392278;105282247;;347394;;1;1;;;0;0;;
92577;4392278;103343783;;347394;;1;1;;;0;0;;
92577;4392278;103480633;;347394;;1;1;;;0;0;;
92577;4392278;103210375;;347394;;1;1;;;0;0;;
92577;4392278;105638585;;347394;;1;1;;;0;0;;
92577;105097977;105636415;;301340;;1;1;;;0;0;;
92577;4392278;105605400;;347394;;1;1;;;0;0;;
92577;4392278;105489390;;347394;;1;1;;;0;0;;
92577;13087874;105533675;;347394;;1;1;;;0;0;;
92577;105005487;104998752;;347394;;1;1;;;0;0;;
92577;5868578;105323257;;347394;;1;1;;;0;0;;
92577;104967685;105491368;;347394;;1;1;;;0;0;;
92577;4392278;105304729;;347394;;1;1;;;0;0;;
92577;104952228;105379194;;347394;;1;1;;;0;0;;
92577;4392278;102736384;;347394;;1;1;;;0;0;;
92577;4392278;105162073;;347394;;1;1;;;0;0;;
92577;4392278;103481048;;347394;;1;1;;;0;0;;
92577;4392278;102070165;;347394;;1;1;;;0;0;;
92577;7732850;104539976;;347394;;1;1;;;0;0;;
92577;5868578;104477368;;347394;;1;1;;;0;0;;
92577;103730443;105158091;;347394;;1;1;;;0;0;;
92577;103852136;105063644;;347394;;0;1;;;0;0;;
92577;103730443;105063644;;347394;;1;1;;;0;0;;
92577;103852136;105129499;;347394;;0;1;;;0;0;;
92577;103730443;105129499;;347394;;1;1;;;0;0;;
92577;6321353;105377428;;347394;;1;1;;;0;0;;
92577;103975918;105352841;;559945;;1;1;;;0;0;;
92577;100232701;105351629;;559945;;1;1;;;0;0;;
92577;4392278;104133660;;347394;;1;1;;;0;0;;
92577;4392278;101468679;;347394;;1;1;;;0;0;;
92577;10227903;105300025;;559945;;1;1;;;0;0;;
92577;8304880;105299887;;347394;;1;1;;;0;0;;
92577;8304880;105224596;;347394;;1;1;;;0;0;;
92577;9955865;105297111;;559945;;0;1;;;0;0;;
92577;9955867;105297111;;559945;;1;1;;;0;0;;
92577;5868578;104943445;;559945;;1;1;;;0;0;;
92577;100242230;105183594;;559945;;1;1;;;0;0;;
92577;4392278;102776746;;347394;;1;1;;;0;0;;
92577;8304880;105253765;;347394;;1;1;;;0;0;;
92577;4392278;102711080;;347394;;1;1;;;0;0;;
92577;4392278;102617780;;347394;;1;1;;;0;0;;
92577;9041351;100324713;;347394;;0;1;;;0;0;;
92577;102194855;100324713;;347394;;1;1;;;0;0;;
92577;8304880;105224131;;347394;;1;1;;;0;0;;
92577;4392278;105246057;;559945;;1;1;;;0;0;;
92577;4392278;103177375;;559945;;1;1;;;0;0;;
92577;4392278;105161603;;559945;;1;1;;;0;0;;
92577;4392278;105161216;;559945;;1;1;;;0;0;;
92577;4392278;104959743;;347394;;1;1;;;0;0;;
92577;9041351;105049534;;347394;;0;1;;;0;0;;
92577;9668518;105049534;;347394;;1;1;;;0;0;;
92577;103976189;105008970;;559945;;0;1;;;0;0;;
92577;103976027;105008970;;559945;;0;1;;;0;0;;
92577;103976016;105008970;;559945;;1;1;;;0;0;;
92577;104491068;104635064;;559945;;1;1;;;0;0;;
92577;9442944;104757961;;559945;;1;1;;;0;0;;
92577;9148260;104959177;;559945;;1;1;;;0;0;;
92577;4392278;104808712;;559945;;1;1;;;0;0;;
92577;5868578;104540545;;559945;;1;1;;;0;0;;
92577;4392278;104794827;;559945;;1;1;;;0;0;;
92577;4392278;102385037;;347394;;1;1;;;0;0;;
92577;4392278;102744048;;559945;;1;1;;;0;0;;
92577;9442944;104385129;;559945;;1;1;;;0;0;;
92577;4392278;104161692;;347394;;1;1;;;0;0;;
92577;4392278;103182936;;347394;;1;1;;;0;0;;
92577;8304880;104533929;;559945;;1;1;;;0;0;;
92577;101166421;104355434;;347394;;1;1;;;0;0;;
92577;4392278;102597170;;347394;;1;1;;;0;0;;
92577;4392278;103391827;;347394;;1;1;;;0;0;;
92577;101235175;103402647;;347394;;1;1;;;0;0;;
92577;101235175;14950098;;347394;;1;1;;;0;0;;
92577;100417378;104473147;;559945;;1;1;;;0;0;;
92577;103637510;104460615;;559945;;1;1;;;0;0;;
92577;9668518;104398903;;559945;;1;1;;;0;0;;
92577;10227903;102795149;;347394;;1;1;;;0;0;;
92577;103976189;103067874;;347394;;0;1;;;0;0;;
92577;103976027;103067874;;347394;;0;1;;;0;0;;
92577;103976016;103067874;;347394;;1;1;;;0;0;;
92577;103975918;104081083;;347394;;1;1;;;0;0;;
92577;103975681;102939786;;347394;;0;1;;;0;0;;
92577;16054487;102939786;;347394;;1;1;;;0;0;;
92577;103007619;104302682;;559945;;1;1;;;0;0;;
92577;10150095;103099118;;559945;;1;1;;;0;0;;
92577;103852136;104135387;;559945;;0;1;;;0;0;;
92577;103970553;104135387;;559945;;1;1;;;0;0;;
92577;103970402;102879633;;347394;;0;1;;;0;0;;
92577;4353088;102879633;;347394;;0;1;;;0;0;;
92577;103969944;102879633;;347394;;1;1;;;0;0;;
92577;103969944;102811315;;347394;;0;1;;;0;0;;
92577;4353088;102811315;;347394;;0;1;;;0;0;;
92577;13016002;102811315;;347394;;1;1;;;0;0;;
92577;5029444;104313940;;347394;;1;1;;;0;0;;
92577;15242699;103736306;;347394;;1;1;;;0;0;;
92577;4392278;102903963;;347394;;1;1;;;0;0;;
92577;4392278;15946613;;347394;;1;1;;;0;0;;
92577;4392278;103395920;;347394;;1;1;;;0;0;;
92577;4392278;104337106;;559945;;1;1;;;0;0;;
92577;4392278;101131878;;347394;;1;1;;;0;0;;
92577;4392278;103907611;;347394;;1;1;;;0;0;;
92577;4392278;102634516;;347394;;1;1;;;0;0;;
92577;4392278;102356976;;347394;;1;1;;;0;0;;
92577;100036237;104291704;;347394;;1;1;;;0;0;;
92577;103885343;104281908;;559945;;1;1;;;0;0;;
92577;5868578;104083143;;559945;;1;1;;;0;0;;
92577;5868578;104132619;;559945;;1;1;;;0;0;;
92577;103852136;104057562;;559945;;0;1;;;0;0;;
92577;11905076;104057562;;559945;;0;1;;;0;0;;
92577;102036575;104057562;;559945;;1;1;;;0;0;;
92577;9414628;104203241;;347394;;1;1;;;0;0;;
92577;7096498;16058127;;347394;;1;1;;;0;0;;
92577;8304880;104203241;;347394;;0;2;;;0;0;;
92577;8304880;104148165;;347394;;1;1;;;0;0;;
92577;8304880;104148287;;347394;;1;1;;;0;0;;
92577;8304880;103248113;;347394;;1;1;;;0;0;;
92577;8304880;104186595;;347394;;1;1;;;0;0;;
92577;4392278;102287357;;347394;;1;1;;;0;0;;
92577;4392278;101098972;;347394;;1;1;;;0;0;;
92577;4392278;101414050;;347394;;1;1;;;0;0;;
92577;4392278;100986233;;347394;;1;1;;;0;0;;
92577;4392278;14410703;;347394;;1;1;;;0;0;;
92577;4392278;101371243;;347394;;1;1;;;0;0;;
92577;4392278;103560419;;347394;;1;1;;;0;0;;
92577;4392278;103323057;;347394;;1;1;;;0;0;;
92577;4392278;101982927;;347394;;1;1;;;0;0;;
92577;8304880;104148434;;347394;;1;1;;;0;0;;
92577;8304880;104148648;;347394;;1;1;;;0;0;;
92577;8304880;104148599;;347394;;1;1;;;0;0;;
92577;8304880;103392609;;347394;;1;1;;;0;0;;
92577;4392278;102286826;;347394;;1;1;;;0;0;;
92577;4392278;103989010;;347394;;1;1;;;0;0;;
92577;4392278;102580661;;347394;;1;1;;;0;0;;
92577;4392278;103068667;;347394;;1;1;;;0;0;;
92577;15165733;104140885;;347394;;1;1;;;0;0;;
92577;16335509;103748334;;559945;;1;1;;;0;0;;
92577;4392278;103914796;;559945;;1;1;;;0;0;;
92577;13023693;103936316;;559945;;1;1;;;0;0;;
92577;101412146;103936274;;559945;;1;1;;;0;0;;
92577;103731704;103712929;;559945;;1;1;;;0;0;;
92577;6321353;101534524;;559945;;1;1;;;0;0;;
92577;4392278;100891355;;347394;;1;1;;;0;0;;
92577;4392278;100987397;;347394;;1;1;;;0;0;;
92577;103637510;103324837;;347394;;1;1;;;0;0;;
92577;5868578;102774837;;347394;;1;1;;;0;0;;
92577;5868578;103836577;;347394;;1;1;;;0;0;;
92577;5868578;103804219;;347394;;1;1;;;0;0;;
92577;4392278;103177709;;347394;;1;1;;;0;0;;
92577;103636746;101056661;;347394;;1;1;;;0;0;;
92577;4392278;103447913;;347394;;1;1;;;0;0;;
92577;4392278;103447936;;347394;;1;1;;;0;0;;
92577;4392278;101735545;;347394;;1;1;;;0;0;;
92577;4392278;102108317;;347394;;1;1;;;0;0;;
92577;103605278;103844052;;347394;;0;1;;;0;0;;
92577;103605268;103844052;;347394;;0;1;;;0;0;;
92577;103605258;103844052;;347394;;1;1;;;0;0;;
92577;4392278;16857273;;347394;;1;1;;;0;0;;
92577;103604758;103879641;;347394;;1;1;;;0;0;;
92577;9148260;103937390;;559945;;1;1;;;0;0;;
92577;4392278;102908577;;347394;;1;1;;;0;0;;
92577;4392278;102908590;;347394;;1;1;;;0;0;;
92577;4392278;102385880;;347394;;1;1;;;0;0;;
92577;4392278;103887734;;347394;;1;1;;;0;0;;
92577;4392278;102832582;;347394;;1;1;;;0;0;;
92577;4427091;103853346;;559945;;1;1;;;0;0;;
92577;4392278;103393155;;347394;;1;1;;;0;0;;
92577;4392278;102738023;;347394;;1;1;;;0;0;;
92577;4392278;102735312;;347394;;1;1;;;0;0;;
92577;4392278;102261004;;559945;;1;1;;;0;0;;
92577;9668735;102467698;;347394;;1;1;;;0;0;;
92577;4392278;101829639;;347394;;1;1;;;0;0;;
92577;4392278;101733755;;347394;;1;1;;;0;0;;
92577;4392278;102770832;;559945;;1;1;;;0;0;;
92577;4392278;6301114;;559945;;1;1;;;0;0;;
92577;4392278;101383490;;559945;;1;1;;;0;0;;
92577;15402087;102902901;;559945;;1;1;;;0;0;;
92577;4392278;101654992;;347394;;1;1;;;0;0;;
92577;103371141;103717538;;559945;;1;1;;;0;0;;
92577;103371141;103437564;;559945;;1;1;;;0;0;;
92577;5868578;102182702;;559945;;1;1;;;0;0;;
92577;103356564;102675204;;559945;;1;1;;;0;0;;
92577;9442944;101630439;;559945;;1;1;;;0;0;;
92577;5868578;102882703;;559945;;1;1;;;0;0;;
92577;5868578;102148079;;559945;;1;1;;;0;0;;
92577;5868578;103178237;;559945;;1;1;;;0;0;;
92577;5868578;102881215;;559945;;1;1;;;0;0;;
92577;15462738;101943415;;559945;;1;1;;;0;0;;
92577;15402087;102435056;;559945;;0;1;;;0;0;;
92577;103355002;102435056;;559945;;1;1;;;0;0;;
92577;102194881;102729642;;559945;;0;1;;;0;0;;
92577;4392278;102384449;;559945;;1;1;;;0;0;;
92577;4392278;100488714;;559945;;1;1;;;0;0;;
92577;4392278;100930456;;559945;;1;1;;;0;0;;
92577;4392278;103462614;;559945;;1;1;;;0;0;;
92577;4392278;102360154;;559945;;1;1;;;0;0;;
92577;4392278;102710055;;559945;;1;1;;;0;0;;
92577;5868578;102287431;;559945;;1;1;;;0;0;;
92577;11916468;102274114;;559945;;0;1;;;0;0;;
92577;9668199;102274114;;559945;;0;1;;;0;0;;
92577;9773853;102274114;;559945;;1;1;;;0;0;;
92577;9414628;103214085;;559945;;1;1;;;0;0;;
92577;5868578;103286436;;559945;;1;1;;;0;0;;
92577;5868578;101905936;;559945;;1;1;;;0;0;;
92577;7732850;101903327;;559945;;1;1;;;0;0;;
92577;5868578;103282383;;559945;;1;1;;;0;0;;
92577;4353088;102467302;;559945;;0;1;;;0;0;;
92577;103264877;102467302;;559945;;1;1;;;0;0;;
92577;102194855;102729642;;559945;;1;1;;;0;0;;
92577;102662528;103576202;;559945;;1;1;;;0;0;;
92577;103252286;101866425;;559945;;1;1;;;0;0;;
92577;103251776;103181316;;559945;;1;1;;;0;0;;
92577;5868578;103400635;;559945;;1;1;;;0;0;;
92577;5868578;102073196;;559945;;1;1;;;0;0;;
92577;4392278;103454606;;347394;;1;1;;;0;0;;
92577;4392278;103372681;;347394;;1;1;;;0;0;;
92577;4392278;103377153;;347394;;1;1;;;0;0;;
92577;4392278;103377053;;347394;;1;1;;;0;0;;
92577;101306338;103372542;;347394;;1;1;;;0;0;;
92577;103074250;16783256;;347394;;0;1;;;0;0;;
92577;103074099;16783256;;347394;;1;1;;;0;0;;
92577;4353088;103371801;;347394;;1;1;;;0;0;;
92577;4353088;103345844;;559945;;1;1;;;0;0;;
92577;4392278;101564975;;559945;;1;1;;;0;0;;
92577;4392278;102617741;;347394;;1;1;;;0;0;;
92577;103007619;102851254;;559945;;1;1;;;0;0;;
92577;4392278;102284753;;559945;;1;1;;;0;0;;
92577;4392278;101628834;;559945;;1;1;;;0;0;;
92577;4392278;103098971;;559945;;1;1;;;0;0;;
92577;4392278;103098952;;559945;;1;1;;;0;0;;
92577;4392278;102601236;;559945;;1;1;;;0;0;;
92577;4392278;102355690;;559945;;1;1;;;0;0;;
92577;5868578;101902276;;559945;;1;1;;;0;0;;
92577;5868578;101983561;;559945;;1;1;;;0;0;;
92577;5868578;101985046;;559945;;1;1;;;0;0;;
92577;4392278;102071509;;559945;;1;1;;;0;0;;
92577;9668199;100892911;;559945;;1;1;;;0;0;;
92577;9668199;100892827;;559945;;1;1;;;0;0;;
92577;4392278;102219432;;559945;;1;1;;;0;0;;
92577;4392278;102429535;;559945;;1;1;;;0;0;;
92577;4392278;103207500;;559945;;1;1;;;0;0;;
92577;4392278;103207474;;559945;;1;1;;;0;0;;
92577;4392278;103165987;;559945;;1;1;;;0;0;;
92577;4392278;103165308;;559945;;1;1;;;0;0;;
92577;102849989;101449049;;559945;;0;1;;;0;0;;
92577;11117024;101449049;;559945;;1;1;;;0;0;;
92577;102825395;102599624;;559945;;1;1;;;0;0;;
92577;4392278;101258026;;559945;;1;1;;;0;0;;
92577;100233008;103077076;;347394;;1;1;;;0;0;;
92577;102789614;102248800;;559945;;1;1;;;0;0;;
92577;9934457;103032613;;559945;;1;1;;;0;0;;
92577;4392278;16718959;;347394;;1;1;;;0;0;;
92577;102769471;103019341;;347394;;1;1;;;0;0;;
92577;4392278;103012457;;559945;;1;1;;;0;0;;
92577;4392278;103012413;;559945;;1;1;;;0;0;;
92577;4392278;103012377;;559945;;1;1;;;0;0;;
92577;4392278;103012230;;559945;;1;1;;;0;0;;
92577;4392278;102986753;;559945;;1;1;;;0;0;;
92577;4392278;103011908;;559945;;1;1;;;0;0;;
92577;102720708;102736871;;559945;;1;1;;;0;0;;
92577;4392278;102967835;;347394;;1;1;;;0;0;;
92577;4392278;102967042;;559945;;1;1;;;0;0;;
92577;4392278;102966801;;559945;;1;1;;;0;0;;
92577;102720853;102840753;;559945;;1;1;;;0;0;;
92577;100233008;102961066;;559945;;1;1;;;0;0;;
92577;4392278;102799170;;347394;;1;1;;;0;0;;
92577;4392278;101901581;;347394;;1;1;;;0;0;;
92577;4392278;101118267;;347394;;1;1;;;0;0;;
92577;102662528;101469648;;347394;;1;1;;;0;0;;
92577;5868578;101907602;;559945;;1;1;;;0;0;;
92577;5868578;101941752;;559945;;1;1;;;0;0;;
92577;4392278;102850932;;559945;;1;1;;;0;0;;
92577;4392278;102850783;;559945;;1;1;;;0;0;;
92577;102613159;102842275;;559945;;1;1;;;0;0;;
92577;4392278;102798061;;347394;;1;1;;;0;0;;
92577;4392278;101903780;;347394;;1;1;;;0;0;;
92577;4392278;101471291;;347394;;1;1;;;0;0;;
92577;16335509;102259856;;347394;;1;1;;;0;0;;
92577;102527327;100975110;;347394;;0;1;;;0;0;;
92577;102527303;100975110;;347394;;1;1;;;0;0;;
92577;102521745;102434772;;347394;;1;1;;;0;0;;
92577;4392278;102712057;;347394;;1;1;;;0;0;;
92577;10967517;102579963;;347394;;1;1;;;0;0;;
92577;102482073;102671983;;347394;;1;1;;;0;0;;
92577;4392278;102468528;;347394;;1;1;;;0;0;;
92577;4392278;102568588;;347394;;1;1;;;0;0;;
92577;4392278;102503331;;559945;;1;1;;;0;0;;
92577;4392278;102495541;;559945;;1;1;;;0;0;;
92577;4392278;102225277;;559945;;1;1;;;0;0;;
92577;4392278;16773592;;559945;;1;1;;;0;0;;
92577;4392278;101670115;;559945;;1;1;;;0;0;;
92577;8304880;102456559;;559945;;1;1;;;0;0;;
92577;4392278;16385204;;347394;;1;1;;;0;0;;
92577;4392278;100933193;;347394;;1;1;;;0;0;;
92577;4392278;102259207;;347394;;1;1;;;0;0;;
92577;102233829;100951807;;347394;;0;1;;;0;0;;
92577;9668735;100951807;;347394;;1;1;;;0;0;;
92577;5868578;102108864;;559945;;1;1;;;0;0;;
92577;102204954;100403051;;559945;;1;1;;;0;0;;
92577;4392278;100817762;;347394;;1;1;;;0;0;;
92577;4392278;15941325;;347394;;1;1;;;0;0;;
92577;4392278;16044511;;347394;;1;1;;;0;0;;
92577;102194881;102361788;;559945;;0;1;;;0;0;;
92577;102194855;102361788;;559945;;1;1;;;0;0;;
92577;4392278;100663250;;559945;;1;1;;;0;0;;
92577;102149654;102328003;;559945;;1;1;;;0;0;;
92577;102142304;101866541;;559945;;1;1;;;0;0;;
92577;4977155;102314747;;559945;;1;1;;;0;0;;
92577;15165733;102269204;;559945;;1;1;;;0;0;;
92577;100417378;102267869;;559945;;1;1;;;0;0;;
92577;9442944;101596479;;559945;;0;1;;;0;0;;
92577;102043844;102107318;;559945;;1;1;;;0;0;;
92577;16240796;106052264;;100026144;;1;1;;;0;0;;
92577;4392278;105939858;;100097650;;1;1;;;0;0;;
92577;4392278;102709494;;559945;;1;1;;;0;0;;
92577;4392278;106522920;;559945;;0;1;;;0;0;;
92577;101166421;106522920;;559945;;1;1;;;0;0;;
92577;4392278;104298801;;559945;;1;1;;;0;0;;
92577;4392278;106862781;;100026144;;1;1;;;0;0;;
92577;4392278;106536761;;559945;;0;1;;;0;0;;
92577;106147114;106536761;;559945;;1;1;;;0;0;;
92577;106047068;106237747;;559945;;1;1;;;0;0;;
92577;4392278;102705474;;347394;;1;1;;;0;0;;
92577;4392278;102672587;;347394;;1;1;;;0;0;;
92577;4392278;103418596;;347394;;1;1;;;0;0;;
92577;105349538;106687276;;347394;;0;1;;;0;0;;
92577;106017834;106687276;;347394;;0;2;;;0;0;;
92577;105349521;106687276;;347394;;0;1;;;0;0;;
92577;105349514;106687276;;347394;;1;1;;;0;0;;
92577;4401902;101055695;;347394;;1;1;;;0;0;;
92577;9934457;106301580;;559945;;1;1;;;0;0;;
92577;8304880;106653991;;347394;;1;1;;;0;0;;
92577;4392278;102993396;;347394;;1;1;;;0;0;;
92577;8304880;106653621;;347394;;1;1;;;0;0;;
92577;105976589;106454264;;347394;;1;1;;;0;0;;
92577;4392278;102617534;;347394;;1;1;;;0;0;;
92577;4392278;106573977;;347394;;1;1;;;0;0;;
92577;4353088;106626530;;347394;;1;1;;;0;0;;
92577;4392278;105645647;;347394;;1;1;;;0;0;;
92577;4392278;103098076;;347394;;1;1;;;0;0;;
92577;5888576;106571925;;559945;;1;1;;;0;0;;
92577;4392278;106545484;;347394;;1;1;;;0;0;;
92577;5898816;106545332;;347394;;1;1;;;0;0;;
92577;4392278;102904833;;347394;;1;1;;;0;0;;
92577;105881906;105424295;;347394;;1;1;;;0;0;;
92577;105349349;106202384;;347394;;0;1;;;0;0;;
92577;105349342;106202384;;347394;;0;1;;;0;0;;
92577;105349329;106202384;;347394;;0;1;;;0;0;;
92577;103730443;106202384;;347394;;1;1;;;0;0;;
92577;103852136;105642527;;347394;;1;1;;;0;0;;
92577;4392278;104419122;;559945;;1;1;;;0;0;;
92577;5868578;101596479;;559945;;1;1;;;0;0;;
92577;102036575;100662244;;559945;;1;1;;;0;0;;
92577;102011050;101986828;;347394;;1;1;;;0;0;;
92577;4353088;100404277;;347394;;1;1;;;0;0;;
92577;15165733;102124293;;559945;;1;1;;;0;0;;
92577;4392278;101019925;;559945;;1;1;;;0;0;;
92577;4392278;100458588;;559945;;1;1;;;0;0;;
92577;5868578;101415645;;559945;;1;1;;;0;0;;
92577;4392278;100659260;;559945;;1;1;;;0;0;;
92577;4392278;100484257;;559945;;1;1;;;0;0;;
92577;4392278;101907130;;559945;;1;1;;;0;0;;
92577;4392278;101906272;;559945;;1;1;;;0;0;;
92577;4392278;101891124;;559945;;1;1;;;0;0;;
92577;4392278;101890971;;559945;;1;1;;;0;0;;
92577;4392278;100427059;;347394;;1;1;;;0;0;;
92577;4392278;100166560;;347394;;1;1;;;0;0;;
92577;4392278;101885892;;559945;;1;1;;;0;0;;
92577;5898816;101809617;;559945;;1;1;;;0;0;;
92577;4392278;100701140;;559945;;1;1;;;0;0;;
92577;8112982;101370440;;559945;;1;1;;;0;0;;
92577;7732850;100989394;;559945;;1;1;;;0;0;;
92577;5868578;16682564;;559945;;0;1;;;0;0;;
92577;5868591;16682564;;559945;;1;1;;;0;0;;
92577;5868578;16735744;;559945;;1;1;;;0;0;;
92577;5868578;16578397;;559945;;1;1;;;0;0;;
92577;5868578;16446659;;559945;;1;1;;;0;0;;
92577;16320349;16491764;;559945;;1;1;;;0;0;;
92577;12988583;16749776;;559945;;0;1;;;0;0;;
92577;16319765;16749776;;559945;;1;1;;;0;0;;
92577;5868578;16689049;;559945;;1;1;;;0;0;;
92577;5868578;16637112;;559945;;1;1;;;0;0;;
92577;5868578;16716242;;559945;;1;1;;;0;0;;
92577;5868578;16716707;;559945;;1;1;;;0;0;;
92577;16314045;16693023;;559945;;1;1;;;0;0;;
92577;5868578;16028178;;559945;;1;1;;;0;0;;
92577;5868578;16386807;;559945;;1;1;;;0;0;;
92577;7732850;16688517;;559945;;1;1;;;0;0;;
92577;5868578;16506123;;559945;;1;1;;;0;0;;
92577;5868578;16563256;;559945;;1;1;;;0;0;;
92577;5868578;16692846;;559945;;1;1;;;0;0;;
92577;16313888;16693059;;559945;;1;1;;;0;0;;
92577;5868578;16639252;;559945;;1;1;;;0;0;;
92577;5868578;16638171;;559945;;1;1;;;0;0;;
92577;5868578;16640336;;559945;;1;1;;;0;0;;
92577;9020540;14331499;;559945;;1;1;;;0;0;;
92577;5868578;16601756;;559945;;1;1;;;0;0;;
92577;5868578;16441415;;559945;;1;1;;;0;0;;
92577;5868591;16330144;;559945;;0;1;;;0;0;;
92577;5868578;16330144;;559945;;1;1;;;0;0;;
92577;5868578;16385930;;559945;;1;1;;;0;0;;
92577;5868578;16445678;;559945;;1;1;;;0;0;;
92577;4392278;14030574;;559945;;1;1;;;0;0;;
92577;5868591;15911361;;559945;;0;1;;;0;0;;
92577;5868578;15911361;;559945;;1;1;;;0;0;;
92577;5868578;16338827;;559945;;1;1;;;0;0;;
92577;5868591;15844818;;559945;;0;1;;;0;0;;
92577;5868578;15844818;;559945;;1;1;;;0;0;;
92577;7732850;15366302;;559945;;1;1;;;0;0;;
92577;16240796;16412688;;559945;;1;1;;;0;0;;
92577;4392278;14269042;;559945;;1;1;;;0;0;;
92577;4392278;16630429;;559945;;1;1;;;0;0;;
92577;15243249;16627091;;559945;;1;1;;;0;0;;
92577;4392278;16621679;;559945;;1;1;;;0;0;;
92577;10835111;10334194;;302720;;1;1;;;0;0;;
92577;9041351;9747108;;302720;;1;1;;;0;0;;
92577;4242463;4399299;1973107;301340;;1;1;;;0;0;;
92577;4242494;4373245;;301340;;1;1;;;0;0;;
92577;4242497;4373245;;301340;;0;1;;;0;0;;
