codigo;valor_causa;codprocesso;codempresa;data_inclusao;codusuario;unificador_processo;cod_processo_removido;migracao3;migracao;migracao2
909492;36249;8962865;92577;2014-12-06 15:18:50;301340;;;;;
870457;50000;9375788;92577;2014-09-20 16:40:13;302720;;;;;
875712;240000;9315045;92577;2014-10-01 14:07:30;302720;;;;;
875754;330000;8962879;92577;2014-10-01 14:31:33;302720;;;;;
886282;20000;9522576;92577;2014-10-22 11:45:22;302720;;;;;
886310;20000;7465990;92577;2014-10-22 12:00:39;302720;;;;;
886207;0;9491247;92577;2014-10-22 10:57:47;302720;;;;;
894136;20822.32;8660700;92577;2014-11-05 14:22:52;302720;;;;;
894150;0;5026971;92577;2014-11-05 14:31:51;301340;;;;;
900898;0;9614307;92577;2014-11-19 10:59:19;301340;;;;;
845006;0;9083564;92577;2014-07-31 21:28:17;301340;;;;;
894076;0;8540498;92577;2014-11-05 13:34:26;302720;;;;;
907600;1212;10023534;92577;2014-12-03 09:44:26;301340;;;;;
526287;24800;4374745;92577;2012-07-10 11:41:26;302720;;;;;
539013;0;4498716;92577;2012-08-16 23:56:25;301340;;;;;
593985;0;5381664;92577;2013-01-29 12:12:27;301340;;;;;
605241;0;4589630;92577;2013-02-27 12:47:13;301340;;;;;
605255;0;4891463;92577;2013-02-27 13:12:17;301340;;;;;
550044;1000;4580766;92577;2012-09-19 14:13:12;302720;;;;;
550703;0;4759482;92577;2012-09-20 20:06:31;301340;;;;;
562211;0;4502183;92577;2012-10-26 10:51:58;301340;;;;;
571198;0;4855025;92577;2012-11-25 16:03:41;301340;;;;;
573704;31836.32;5114642;92577;2012-12-03 11:26:33;302720;;;;;
593976;0;4985985;92577;2013-01-29 12:00:43;301340;;;;;
605232;0;4574362;92577;2013-02-27 12:33:19;301340;;;;;
599507;0;4928267;92577;2013-02-13 11:56:21;301340;;;;;
605261;0;5574077;92577;2013-02-27 13:19:09;301340;;;;;
539015;0;4578404;92577;2012-08-17 00:02:45;301340;;;;;
572592;0;5048316;92577;2012-11-28 19:36:24;301340;;;;;
574076;0;5118509;92577;2012-12-03 21:01:06;301340;;;;;
622859;0;5787336;92577;2013-04-01 13:32:30;301340;;;;;
622873;0;5451453;92577;2013-04-01 13:43:07;301340;;;;;
570725;500;5012642;92577;2012-11-22 23:10:56;301340;;;;;
605226;0;4754304;92577;2013-02-27 12:28:00;301340;;;;;
579139;0;5195373;92577;2012-12-18 11:03:55;302720;;;;;
709107;33082.4;6485404;92577;2013-09-30 15:43:15;301340;;;;;
605249;0;5573930;92577;2013-02-27 12:59:48;301340;;;;;
658208;76052.88;5994088;92577;2013-06-17 15:07:07;301340;;;;;
658236;140000;5993298;92577;2013-06-17 15:22:21;301340;;;;;
622880;0;5456969;92577;2013-04-01 13:48:02;301340;;;;;
721217;540000;7297017;92577;2013-10-28 10:57:10;301340;;;;;
663571;0;5391824;92577;2013-06-27 15:07:37;301340;;;;;
663613;0;6418655;92577;2013-06-27 15:44:04;301340;;;;;
663458;0;4487068;92577;2013-06-27 13:46:27;301340;;;;;
656844;20575.93;5711338;92577;2013-06-13 11:48:40;301340;;;;;
694034;27000;6386363;92577;2013-08-30 17:35:00;301340;;;;;
710456;58801.74;6376365;92577;2013-10-02 14:27:18;301340;;;;;
710498;0;6332777;92577;2013-10-02 14:54:32;301340;;;;;
663503;0;4562609;92577;2013-06-27 14:19:51;301340;;;;;
664189;0;6424347;92577;2013-06-28 14:49:06;301340;;;;;
694014;27000;6273160;92577;2013-08-30 17:23:44;301340;;;;;
796425;0;8358131;92577;2014-04-25 15:30:37;302720;;;;;
800471;30000;8562297;92577;2014-05-06 13:14:01;301340;;;;;
738863;50000;5665177;92577;2013-12-10 18:21:27;301340;;;;;
543462;0;4650330;92577;2012-08-29 17:15:22;302720;;;;;
755593;0;7060391;92577;2014-01-28 16:52:11;301340;;;;;
550028;0;4516332;92577;2012-09-19 13:49:56;302720;;;;;
741200;45000;6843680;92577;2013-12-17 10:22:07;301340;;;;;
710492;0;7121371;92577;2013-10-02 14:50:37;301340;;;;;
710506;0;7121563;92577;2013-10-02 14:59:23;301340;;;;;
560276;6344.4;4891595;92577;2012-10-20 16:09:09;301340;;;;;
817691;0;8541153;92577;2014-06-09 11:25:15;301340;;;;;
819679;0;8790662;92577;2014-06-12 13:49:01;301340;;;;;
755060;740000;6757253;92577;2014-01-27 19:51:15;301340;;;;;
755648;0;6826729;92577;2014-01-28 17:41:26;301340;;;;;
796123;0;8364888;92577;2014-04-25 10:57:04;302720;;;;;
796487;0;8496776;92577;2014-04-25 16:31:31;302720;;;;;
800477;30000;7264109;92577;2014-05-06 13:19:57;301340;;;;;
710501;0;6405856;92577;2013-10-02 14:56:52;301340;;;;;
760786;100000;7025485;92577;2014-02-08 15:32:43;301340;;;;;
762844;28500;5220250;92577;2014-02-13 11:01:37;301340;;;;;
836801;0;8859804;92577;2014-07-18 14:45:08;301340;;;;;
817711;0;8563092;92577;2014-06-09 11:38:55;301340;;;;;
735006;540000;4943836;92577;2013-12-02 10:09:58;301340;;;;;
735118;690000;6732742;92577;2013-12-02 11:54:04;301340;;;;;
736672;26685;7126375;92577;2013-12-05 10:05:30;301340;;;;;
736686;50000;5951914;92577;2013-12-05 10:18:48;301340;;;;;
736700;0;4753793;92577;2013-12-05 10:29:54;301340;;;;;
774492;170000;8048173;92577;2014-03-12 11:17:01;301340;;;;;
721239;540000;4814752;92577;2013-10-28 11:13:31;301340;;;;;
605244;0;4519874;92577;2013-02-27 12:53:53;301340;;;;;
786616;0;8054748;92577;2014-04-04 12:36:37;301340;;;;;
552272;0;4487511;92577;2012-09-26 09:47:00;302720;;;;;
760780;100000;7950486;92577;2014-02-08 15:00:21;301340;;;;;
760794;100000;7034445;92577;2014-02-08 16:41:47;301340;;;;;
763608;8688;7775070;92577;2014-02-14 10:46:41;301340;;;;;
800490;30000;8428783;92577;2014-05-06 13:30:43;301340;;;;;
755889;12000;6996680;92577;2014-01-29 11:15:56;301340;;;;;
571200;0;4891424;92577;2012-11-25 16:18:37;301340;;;;;
774500;590000;8056776;92577;2014-03-12 11:28:25;301340;;;;;
786610;0;8163102;92577;2014-04-04 12:28:35;301340;;;;;
764989;50000;6713811;92577;2014-02-17 19:14:15;301340;;;;;
774495;890000;7774257;92577;2014-03-12 11:21:28;301340;;;;;
774537;45000;6844145;92577;2014-03-12 12:09:01;301340;;;;;
793778;0;8247397;92577;2014-04-18 17:26:43;301340;;;;;
795206;0;8183618;92577;2014-04-23 20:04:31;301340;;;;;
788635;100000;7345701;92577;2014-04-09 10:51:21;301340;;;;;
800484;30000;7838607;92577;2014-05-06 13:27:55;301340;;;;;
800479;30000;7951093;92577;2014-05-06 13:23:40;301340;;;;;
836778;0;8661549;92577;2014-07-18 14:32:26;301340;;;;;
657020;27000;5224892;92577;2013-06-13 15:46:47;301340;;;;;
819706;0;8739414;92577;2014-06-12 14:38:44;301340;;;;;
827826;0;8948263;92577;2014-07-02 09:52:43;301340;;;;;
709096;33082.4;5812593;92577;2013-09-30 15:36:03;301340;;;;;
663530;0;4919609;92577;2013-06-27 14:36:35;301340;;;;;
819701;0;8832729;92577;2014-06-12 14:30:25;301340;;;;;
828395;0;8859739;92577;2014-07-02 17:22:11;301340;;;;;
837836;0;8960924;92577;2014-07-21 14:55:33;301340;;;;;
837850;0;8754144;92577;2014-07-21 15:00:34;301340;;;;;
703304;0;6036793;92577;2013-09-17 13:37:53;301340;;;;;
703332;0;6878681;92577;2013-09-17 13:56:27;301340;;;;;
837803;0;8959648;92577;2014-07-21 14:36:17;301340;;;;;
710472;34480.63;7082661;92577;2013-10-02 14:38:26;301340;;;;;
723702;0;5730844;92577;2013-11-01 11:31:02;301340;;;;;
773118;100000;7809103;92577;2014-03-10 10:25:36;301340;;;;;
774462;195000;8047629;92577;2014-03-12 10:56:26;301340;;;;;
774504;590000;5220987;92577;2014-03-12 11:34:29;301340;;;;;
755062;590000;7603297;92577;2014-01-27 19:56:23;301340;;;;;
755678;21447.6;7587032;92577;2014-01-28 18:18:32;301340;;;;;
772604;0;8143781;92577;2014-03-07 13:38:20;301340;;;;;
774438;170000;8049253;92577;2014-03-12 10:33:29;301340;;;;;
786604;0;8177984;92577;2014-04-04 12:07:36;301340;;;;;
796442;0;7932980;92577;2014-04-25 15:51:18;302720;;;;;
788676;30000;8183691;92577;2014-04-09 11:21:30;301340;;;;;
790006;0;8175880;92577;2014-04-11 09:30:53;301340;;;;;
819672;0;8737319;92577;2014-06-12 13:26:41;301340;;;;;
836790;0;8859548;92577;2014-07-18 14:38:41;301340;;;;;
839198;0;9109311;92577;2014-07-22 17:06:38;301340;;;;;
534369;15000;4511769;92577;2012-08-02 18:14:59;302720;;;;;
544631;0;4667559;92577;2012-08-31 17:53:04;302720;;;;;
571203;0;4627532;92577;2012-11-25 16:34:06;301340;;;;;
539485;0;4589630;92577;2012-08-17 19:30:29;302720;;;;;
547395;0;4487241;92577;2012-09-11 16:25:01;302720;;;;;
546170;93613.27;4487624;92577;2012-09-06 12:13:55;302720;;;;;
663589;0;5203269;92577;2013-06-27 15:18:51;301340;;;;;
694025;27000;6713647;92577;2013-08-30 17:29:55;301340;;;;;
703321;0;5221647;92577;2013-09-17 13:51:50;301340;;;;;
703335;0;6730693;92577;2013-09-17 14:00:35;301340;;;;;
571202;0;4919609;92577;2012-11-25 16:26:41;301340;;;;;
593945;0;5381192;92577;2013-01-29 11:35:38;301340;;;;;
593959;0;5123890;92577;2013-01-29 11:42:58;301340;;;;;
711749;0;4627532;92577;2013-10-04 13:25:44;301340;;;;;
713737;678000;5460069;92577;2013-10-09 15:33:53;301340;;;;;
622869;0;5220171;92577;2013-04-01 13:39:11;301340;;;;;
738867;50000;5754241;92577;2013-12-10 18:24:49;301340;;;;;
632949;50000;4891424;92577;2013-04-19 19:46:01;301340;;;;;
755065;640000;5112683;92577;2014-01-27 20:24:02;301340;;;;;
764991;50000;6732470;92577;2014-02-17 19:19:39;301340;;;;;
656315;50969.98;6217585;92577;2013-06-12 11:19:01;301340;;;;;
773139;100000;7034556;92577;2014-03-10 10:51:23;301340;;;;;
773167;100000;7018024;92577;2014-03-10 11:09:43;301340;;;;;
774483;170000;8048040;92577;2014-03-12 11:12:49;301340;;;;;
663539;0;4855025;92577;2013-06-27 14:44:58;301340;;;;;
785893;0;7503908;92577;2014-04-03 12:00:59;301340;;;;;
790233;100000;7057690;92577;2014-04-11 12:55:02;301340;;;;;
663490;0;6416027;92577;2013-06-27 14:14:33;301340;;;;;
663518;0;6416222;92577;2013-06-27 14:30:38;301340;;;;;
694045;27000;6915133;92577;2013-08-30 17:44:41;301340;;;;;
700709;5000;6991015;92577;2013-09-12 10:07:56;301340;;;;;
819703;0;7240071;92577;2014-06-12 14:33:13;301340;;;;;
736717;50000;4627663;92577;2013-12-05 10:42:54;301340;;;;;
755071;690000;5404348;92577;2014-01-27 20:51:08;301340;;;;;
762827;24056.96;7908399;92577;2014-02-13 10:52:41;301340;;;;;
735072;540000;6943200;92577;2013-12-02 11:10:55;301340;;;;;
547747;0;4718097;92577;2012-09-12 14:12:26;302720;;;;;
556399;23509.97;4784287;92577;2012-10-08 16:59:59;301340;;;;;
760790;0;7022878;92577;2014-02-08 15:49:34;301340;;;;;
770450;880;8118598;92577;2014-02-27 18:47:55;301340;;;;;
816727;0;5996810;92577;2014-06-05 18:09:49;301340;;;;;
786620;0;7992404;92577;2014-04-04 12:42:39;301340;;;;;
786634;0;6838342;92577;2014-04-04 13:02:49;301340;;;;;
796014;0;8349382;92577;2014-04-25 09:45:37;302720;;;;;
813192;0;5951959;92577;2014-05-29 17:09:04;301340;;;;;
622479;750000;5222886;92577;2013-03-29 14:24:50;301340;;;;;
819352;0;8539193;92577;2014-06-11 18:16:57;301340;;;;;
819674;0;8704403;92577;2014-06-12 13:34:13;301340;;;;;
836824;0;7554120;92577;2014-07-18 14:57:04;301340;;;;;
660573;72000;6382049;92577;2013-06-21 12:18:23;301340;;;;;
663471;0;6415876;92577;2013-06-27 13:59:10;301340;;;;;
713745;0;5613750;92577;2013-10-09 15:39:56;301340;;;;;
721249;540000;4978369;92577;2013-10-28 11:19:14;301340;;;;;
735025;540000;7338372;92577;2013-12-02 10:29:59;301340;;;;;
735123;540000;5386746;92577;2013-12-02 12:02:13;301340;;;;;
755059;640000;7493775;92577;2014-01-27 19:32:50;301340;;;;;
762885;461038.32;7601716;92577;2014-02-13 11:25:27;301340;;;;;
788659;25000;8336888;92577;2014-04-09 11:11:15;301340;;;;;
526156;24000;4373245;92577;2012-07-09 23:12:02;301340;;;;;
817723;0;8706041;92577;2014-06-09 11:46:59;301340;;;;;
836763;0;8810014;92577;2014-07-18 14:26:23;301340;;;;;
837827;0;8964212;92577;2014-07-21 14:49:33;301340;;;;;
572594;0;4891112;92577;2012-11-28 19:43:14;301340;;;;;
593916;1000;5380937;92577;2013-01-29 11:18:57;301340;;;;;
593972;0;5381472;92577;2013-01-29 11:55:53;301340;;;;;
594014;24014.34;5031711;92577;2013-01-29 12:54:25;301340;;;;;
638464;390000;4578404;92577;2013-05-01 19:35:04;301340;;;;;
675228;0;6329146;92577;2013-07-22 23:25:11;301340;;;;;
710508;0;7121610;92577;2013-10-02 15:01:40;301340;;;;;
713714;27000;7172078;92577;2013-10-09 15:17:56;301340;;;;;
755644;0;6408174;92577;2014-01-28 17:32:53;301340;;;;;
755672;0;6273385;92577;2014-01-28 18:10:27;301340;;;;;
760782;100000;6811415;92577;2014-02-08 15:11:15;301340;;;;;
774516;593437.72;7838535;92577;2014-03-12 11:45:15;301340;;;;;
774544;12000;4627639;92577;2014-03-12 12:16:35;301340;;;;;
786612;0;7774067;92577;2014-04-04 12:32:10;301340;;;;;
786640;0;5711359;92577;2014-04-04 13:06:37;301340;;;;;
788684;30000;8323405;92577;2014-04-09 11:25:22;301340;;;;;
813562;0;8183694;92577;2014-05-30 13:43:09;301340;;;;;
836746;0;8859812;92577;2014-07-18 14:15:28;301340;;;;;
572591;0;5048312;92577;2012-11-28 19:31:44;301340;;;;;
594011;0;4720666;92577;2013-01-29 12:48:13;301340;;;;;
693985;27000;6706611;92577;2013-08-30 17:05:09;301340;;;;;
571204;24800;4891176;92577;2012-11-25 16:54:26;301340;;;;;
572590;0;4486939;92577;2012-11-28 19:22:53;301340;;;;;
711751;0;4627532;92577;2013-10-04 13:27:28;301340;;;;;
715923;690000;5528389;92577;2013-10-15 11:55:21;301340;;;;;
723707;0;5224606;92577;2013-11-01 11:39:06;301340;;;;;
755655;28500;7750680;92577;2014-01-28 17:48:09;301340;;;;;
760793;100000;7034303;92577;2014-02-08 16:15:24;301340;;;;;
764993;0;5221728;92577;2014-02-17 19:34:37;301340;;;;;
766491;50000;6538747;92577;2014-02-19 20:00:27;301340;;;;;
774527;90000;7906571;92577;2014-03-12 11:58:10;301340;;;;;
663478;0;6415816;92577;2013-06-27 14:04:33;301340;;;;;
788667;20000;8337519;92577;2014-04-09 11:17:17;301340;;;;;
817703;0;8676488;92577;2014-06-09 11:32:49;301340;;;;;
819663;0;8621046;92577;2014-06-12 13:16:31;301340;;;;;
819677;0;8740857;92577;2014-06-12 13:40:55;301340;;;;;
835973;0;6273457;92577;2014-07-17 14:33:20;301340;;;;;
735088;54000;6036611;92577;2013-12-02 11:25:29;301340;;;;;
735102;100000;7042005;92577;2013-12-02 11:38:00;301340;;;;;
738784;0;7587032;92577;2013-12-10 16:51:35;301340;;;;;
755682;0;7563376;92577;2014-01-28 18:32:27;301340;;;;;
755934;3770.82;7630646;92577;2014-01-29 11:44:26;301340;;;;;
760792;100000;7950531;92577;2014-02-08 16:01:59;301340;;;;;
766490;50000;6743267;92577;2014-02-19 19:51:18;301340;;;;;
766742;50000;6713805;92577;2014-02-20 11:39:55;301340;;;;;
773224;28500;6546561;92577;2014-03-10 11:55:15;301340;;;;;
786608;0;8178034;92577;2014-04-04 12:22:55;301340;;;;;
795204;0;8400917;92577;2014-04-23 19:58:37;301340;;;;;
796030;0;8350133;92577;2014-04-25 09:55:20;302720;;;;;
803744;100000;8181366;92577;2014-05-12 20:25:24;301340;;;;;
837778;0;8961455;92577;2014-07-21 14:26:40;301340;;;;;
932416;5625.00;9864361;92577;2015-01-31 14:39:43;302720;;;;;
932426;2782.64;10303858;92577;2015-01-31 16:12:13;302720;;;;;
932457;15000.00;9660955;92577;2015-02-01 14:55:08;301340;;;;;
932417;1000.00;9220420;92577;2015-01-31 14:47:13;302720;;;;;
932410;15000000.00;9660955;92577;2015-01-31 13:50:02;302720;;;;;
932413;20000.00;8583437;92577;2015-01-31 14:09:30;302720;;;;;
932421;20000.00;8859680;92577;2015-01-31 15:23:45;302720;;;;;
932414;50000.00;8665379;92577;2015-01-31 14:15:29;302720;;;;;
932415;21112.00;9120396;92577;2015-01-31 14:22:13;302720;;;;;
932422;52680.00;8659356;92577;2015-01-31 15:38:59;302720;;;;;
932423;15718.00;9459501;92577;2015-01-31 15:47:04;302720;;;;;
932424;6014.18;8582546;92577;2015-01-31 15:56:38;302720;;;;;
924721;0;10195703;92577;2015-01-15 16:08:22;301340;;;;;
924745;0;10195795;92577;2015-01-15 16:21:49;301340;;;;;
975277;50000.00;9747108;92577;2015-05-01 11:30:43;302720;;;;;
975278;15000.00;10778768;92577;2015-05-01 11:59:26;302720;;;;;
981818;13534.00;10665777;92577;2015-05-15 15:11:11;302720;;;;;
966942;0;10789137;92577;2015-04-14 09:37:37;301340;;;;;
962407;0;5118509;92577;2015-04-05 14:43:24;301340;;;;;
962408;0;10720182;92577;2015-04-05 14:52:54;301340;;;;;
937743;651649.10;10116065;92577;2015-02-12 11:11:48;301340;;;;;
937757;633645.02;9949228;92577;2015-02-12 11:20:26;301340;;;;;
964109;55965.00;9844762;92577;2015-04-08 11:31:54;302720;;;;;
964122;52680.00;9743674;92577;2015-04-08 11:40:15;302720;;;;;
964135;55965.00;9630697;92577;2015-04-08 11:45:56;302720;;;;;
964147;15000.00;10303030;92577;2015-04-08 11:54:15;302720;;;;;
964164;15000.00;10160124;92577;2015-04-08 12:08:08;302720;;;;;
964172;15000.00;10192614;92577;2015-04-08 12:19:35;302720;;;;;
942503;55965.00;9604841;92577;2015-02-25 10:57:44;302720;;;;;
942520;55965.00;9605415;92577;2015-02-25 11:07:15;302720;;;;;
942545;55965.00;9488221;92577;2015-02-25 11:23:10;302720;;;;;
942557;52680.00;9519140;92577;2015-02-25 11:29:38;302720;;;;;
964726;0;8676488;92577;2015-04-09 09:41:34;301340;;;;;
964748;0;10650581;92577;2015-04-09 10:01:23;301340;;;;;
957119;804762.14;10374875;92577;2015-03-25 13:38:02;302720;;;;;
957134;86305.05;10162178;92577;2015-03-25 13:51:48;302720;;;;;
957152;121907.08;10280872;92577;2015-03-25 14:03:46;302720;;;;;
957181;485874.00;10231361;92577;2015-03-25 14:23:46;302720;;;;;
957207;560540.90;10072958;92577;2015-03-25 14:44:25;302720;;;;;
957252;655000.00;10110896;92577;2015-03-25 15:08:41;302720;;;;;
975934;0;10915854;92577;2015-05-04 20:05:55;301340;;;;;
971133;235000.00;9885725;92577;2015-04-23 10:22:39;302720;;;;;
948763;0;10526774;92577;2015-03-09 17:22:47;301340;;;;;
973314;0;10881635;92577;2015-04-28 11:36:14;301340;;;;;
978303;825.83;10991551;92577;2015-05-08 14:34:15;301340;;;;;
981772;15000.00;10778775;92577;2015-05-15 14:41:17;302720;;;;;
981760;16000.00;10053848;92577;2015-05-15 14:29:30;302720;;;;;
981784;15000.00;11062947;92577;2015-05-15 14:51:09;302720;;;;;
981870;489653.54;10327905;92577;2015-05-15 16:08:05;302720;;;;;
975029;1420683.14;10460345;92577;2015-04-30 15:17:53;302720;;;;;
975050;887204.92;10334194;92577;2015-04-30 15:29:08;302720;;;;;
981900;52680.00;9208206;92577;2015-05-15 16:38:33;302720;;;;;
981885;52680.00;9469997;92577;2015-05-15 16:26:04;302720;;;;;
975064;390326.50;10705471;92577;2015-04-30 15:38:44;302720;;;;;
975068;81468.80;10595467;92577;2015-04-30 15:47:11;302720;;;;;
975117;52680.00;10905042;92577;2015-04-30 16:16:48;302720;;;;;
997299;200000.00;11309058;92577;2015-06-17 17:56:42;301340;;;;;
998536;15000.00;11242431;92577;2015-06-19 16:48:04;302720;;;;;
998565;83947.50;10374981;92577;2015-06-19 17:07:25;302720;;;;;
1010294;0;4718459;92577;2015-07-13 12:10:08;301340;;;;;
999240;20301.58;11152219;92577;2015-06-22 16:42:20;347394;;;;;
999255;52680.00;9216671;92577;2015-06-22 16:49:46;347394;;;;;
1004886;7118.00;10434642;92577;2015-07-01 18:44:56;301340;;;;;
1012731;0;11582252;92577;2015-07-16 12:08:50;301340;;;;;
991140;11699.00;11211055;92577;2015-06-03 14:13:21;302720;;;;;
991158;34549.85;10374907;92577;2015-06-03 14:29:14;302720;;;;;
991167;15000.00;11211454;92577;2015-06-03 14:38:25;302720;;;;;
991182;50000.00;11189608;92577;2015-06-03 14:51:20;302720;;;;;
991197;10930.00;10814394;92577;2015-06-03 15:00:25;302720;;;;;
1019499;15000.00;11244656;92577;2015-07-29 13:44:16;302720;;;;;
1019515;15000.00;11735992;92577;2015-07-29 13:57:40;302720;;;;;
1019527;26048.00;11099170;92577;2015-07-29 14:07:37;302720;;;;;
1019559;22350.00;11368096;92577;2015-07-29 14:27:55;302720;;;;;
1019544;72500.00;11369119;92577;2015-07-29 14:18:02;302720;;;;;
1019571;788.00;11462305;92577;2015-07-29 14:36:35;302720;;;;;
1019614;2661.10;11149628;92577;2015-07-29 14:59:06;302720;;;;;
1019659;15000.00;11307715;92577;2015-07-29 15:29:31;302720;;;;;
1021017;0;11750834;92577;2015-07-31 11:14:34;301340;;;;;
1021123;237001.98;11209070;92577;2015-07-31 13:44:48;302720;;;;;
1021139;824896.00;10858009;92577;2015-07-31 14:01:27;302720;;;;;
1022641;83947.50;9983526;92577;2015-08-04 14:08:45;302720;;;;;
1022650;83947.50;10230562;92577;2015-08-04 14:15:15;302720;;;;;
1022699;108259.20;9757797;92577;2015-08-04 14:53:17;302720;;;;;
1022627;83947.50;10249672;92577;2015-08-04 13:53:37;302720;;;;;
1022668;83947.50;10555017;92577;2015-08-04 14:28:28;302720;;;;;
1022711;93275.00;9901924;92577;2015-08-04 15:01:09;302720;;;;;
1050078;49853.86;10664752;92577;2015-09-30 15:15:38;302720;;;;;
1050090;52691.23;10816385;92577;2015-09-30 15:21:13;302720;;;;;
1032640;10000.00;11777516;92577;2015-08-24 16:06:52;302720;;;;;
1032681;52691.23;10478487;92577;2015-08-24 16:24:03;302720;;;;;
1032704;25600.00;11905039;92577;2015-08-24 16:35:04;302720;;;;;
1033955;723937.18;11627417;92577;2015-08-26 14:18:56;302720;;;;;
1043002;15000.00;10230343;92577;2015-09-16 15:08:37;302720;;;;;
1034622;21120.00;11936310;92577;2015-08-27 14:21:52;302720;;;;;
1034657;1000.00;11130796;92577;2015-08-27 14:52:33;302720;;;;;
1034684;10016.52;10626055;92577;2015-08-27 15:14:56;302720;;;;;
1034705;1000.00;9661943;92577;2015-08-27 15:28:07;302720;;;;;
1034721;15000.00;11307699;92577;2015-08-27 15:45:42;302720;;;;;
1034749;15000.00;11581105;92577;2015-08-27 16:06:40;302720;;;;;
1034777;15000.00;11581284;92577;2015-08-27 16:19:54;302720;;;;;
